"MEASURE","Measure","MONTH_OCCURENCE","Month of occurence","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Births","7","July","5","Western Australia","A","Annual","1975","1975",1773,,
"1","Births","7","July","5","Western Australia","A","Annual","1976","1976",1826,,
"1","Births","7","July","5","Western Australia","A","Annual","1977","1977",1801,,
"1","Births","7","July","5","Western Australia","A","Annual","1978","1978",1721,,
"1","Births","7","July","5","Western Australia","A","Annual","1979","1979",1720,,
"1","Births","7","July","5","Western Australia","A","Annual","1980","1980",1801,,
"1","Births","7","July","5","Western Australia","A","Annual","1981","1981",1955,,
"1","Births","7","July","5","Western Australia","A","Annual","1982","1982",1887,,
"1","Births","7","July","5","Western Australia","A","Annual","1983","1983",1956,,
"1","Births","7","July","5","Western Australia","A","Annual","1984","1984",1981,,
"1","Births","7","July","5","Western Australia","A","Annual","1985","1985",1984,,
"1","Births","7","July","5","Western Australia","A","Annual","1986","1986",2040,,
"1","Births","7","July","5","Western Australia","A","Annual","1987","1987",2178,,
"1","Births","7","July","5","Western Australia","A","Annual","1988","1988",2125,,
"1","Births","7","July","5","Western Australia","A","Annual","1989","1989",2128,,
"1","Births","7","July","5","Western Australia","A","Annual","1990","1990",2248,,
"1","Births","7","July","5","Western Australia","A","Annual","1991","1991",2083,,
"1","Births","7","July","5","Western Australia","A","Annual","1992","1992",2122,,
"1","Births","7","July","5","Western Australia","A","Annual","1993","1993",2146,,
"1","Births","7","July","5","Western Australia","A","Annual","1994","1994",2150,,
"1","Births","7","July","5","Western Australia","A","Annual","1995","1995",2147,,
"1","Births","7","July","5","Western Australia","A","Annual","1996","1996",2151,,
"1","Births","7","July","5","Western Australia","A","Annual","1997","1997",2151,,
"1","Births","7","July","5","Western Australia","A","Annual","1998","1998",2134,,
"1","Births","7","July","5","Western Australia","A","Annual","1999","1999",2174,,
"1","Births","7","July","5","Western Australia","A","Annual","2000","2000",1964,,
"1","Births","7","July","5","Western Australia","A","Annual","2001","2001",2094,,
"1","Births","7","July","5","Western Australia","A","Annual","2002","2002",1964,,
"1","Births","7","July","5","Western Australia","A","Annual","2003","2003",2053,,
"1","Births","7","July","5","Western Australia","A","Annual","2004","2004",2219,,
"1","Births","7","July","5","Western Australia","A","Annual","2005","2005",2129,,
"1","Births","7","July","5","Western Australia","A","Annual","2006","2006",2357,,
"1","Births","7","July","5","Western Australia","A","Annual","2007","2007",2517,,
"1","Births","7","July","5","Western Australia","A","Annual","2008","2008",2514,,
"1","Births","7","July","5","Western Australia","A","Annual","2009","2009",2571,,
"1","Births","7","July","5","Western Australia","A","Annual","2010","2010",2570,,
"1","Births","7","July","5","Western Australia","A","Annual","2011","2011",2576,,
"1","Births","7","July","5","Western Australia","A","Annual","2012","2012",2769,,
"1","Births","7","July","5","Western Australia","A","Annual","2013","2013",2845,,
"1","Births","7","July","5","Western Australia","A","Annual","2014","2014",2842,,
"1","Births","7","July","5","Western Australia","A","Annual","2015","2015",2939,,
"1","Births","7","July","5","Western Australia","A","Annual","2016","2016",2840,,
"1","Births","7","July","5","Western Australia","A","Annual","2017","2017",2738,,
"1","Births","7","July","5","Western Australia","A","Annual","2018","2018",2694,,
"1","Births","7","July","5","Western Australia","A","Annual","2019","2019",2682,,
"1","Births","7","July","1","New South Wales","A","Annual","1975","1975",7047,,
"1","Births","7","July","1","New South Wales","A","Annual","1976","1976",6573,,
"1","Births","7","July","1","New South Wales","A","Annual","1977","1977",6719,,
"1","Births","7","July","1","New South Wales","A","Annual","1978","1978",6438,,
"1","Births","7","July","1","New South Wales","A","Annual","1979","1979",6818,,
"1","Births","7","July","1","New South Wales","A","Annual","1980","1980",6717,,
"1","Births","7","July","1","New South Wales","A","Annual","1981","1981",7123,,
"1","Births","7","July","1","New South Wales","A","Annual","1982","1982",7189,,
"1","Births","7","July","1","New South Wales","A","Annual","1983","1983",6921,,
"1","Births","7","July","1","New South Wales","A","Annual","1984","1984",6945,,
"1","Births","7","July","1","New South Wales","A","Annual","1985","1985",7141,,
"1","Births","7","July","1","New South Wales","A","Annual","1986","1986",7270,,
"1","Births","7","July","1","New South Wales","A","Annual","1987","1987",7288,,
"1","Births","7","July","1","New South Wales","A","Annual","1988","1988",7083,,
"1","Births","7","July","1","New South Wales","A","Annual","1989","1989",7436,,
"1","Births","7","July","1","New South Wales","A","Annual","1990","1990",7609,,
"1","Births","7","July","1","New South Wales","A","Annual","1991","1991",7524,,
"1","Births","7","July","1","New South Wales","A","Annual","1992","1992",8021,,
"1","Births","7","July","1","New South Wales","A","Annual","1993","1993",7624,,
"1","Births","7","July","1","New South Wales","A","Annual","1994","1994",7629,,
"1","Births","7","July","1","New South Wales","A","Annual","1995","1995",7661,,
"1","Births","7","July","1","New South Wales","A","Annual","1996","1996",7471,,
"1","Births","7","July","1","New South Wales","A","Annual","1997","1997",7589,,
"1","Births","7","July","1","New South Wales","A","Annual","1998","1998",7619,,
"1","Births","7","July","1","New South Wales","A","Annual","1999","1999",7544,,
"1","Births","7","July","1","New South Wales","A","Annual","2000","2000",7276,,
"1","Births","7","July","1","New South Wales","A","Annual","2001","2001",7298,,
"1","Births","7","July","1","New South Wales","A","Annual","2002","2002",7374,,
"1","Births","7","July","1","New South Wales","A","Annual","2003","2003",7488,,
"1","Births","7","July","1","New South Wales","A","Annual","2004","2004",7449,,
"1","Births","7","July","1","New South Wales","A","Annual","2005","2005",7734,,
"1","Births","7","July","1","New South Wales","A","Annual","2006","2006",7933,,
"1","Births","7","July","1","New South Wales","A","Annual","2007","2007",8152,,
"1","Births","7","July","1","New South Wales","A","Annual","2008","2008",8629,,
"1","Births","7","July","1","New South Wales","A","Annual","2009","2009",8477,,
"1","Births","7","July","1","New South Wales","A","Annual","2010","2010",8318,,
"1","Births","7","July","1","New South Wales","A","Annual","2011","2011",8015,,
"1","Births","7","July","1","New South Wales","A","Annual","2012","2012",8353,,
"1","Births","7","July","1","New South Wales","A","Annual","2013","2013",8064,,
"1","Births","7","July","1","New South Wales","A","Annual","2014","2014",8323,,
"1","Births","7","July","1","New South Wales","A","Annual","2015","2015",8270,,
"1","Births","7","July","1","New South Wales","A","Annual","2016","2016",8260,,
"1","Births","7","July","1","New South Wales","A","Annual","2017","2017",8092,,
"1","Births","7","July","1","New South Wales","A","Annual","2018","2018",8101,,
"1","Births","7","July","1","New South Wales","A","Annual","2019","2019",7782,,
"1","Births","3","March","2","Victoria","A","Annual","1975","1975",5297,,
"1","Births","3","March","2","Victoria","A","Annual","1976","1976",5219,,
"1","Births","3","March","2","Victoria","A","Annual","1977","1977",5176,,
"1","Births","3","March","2","Victoria","A","Annual","1978","1978",5249,,
"1","Births","3","March","2","Victoria","A","Annual","1979","1979",5005,,
"1","Births","3","March","2","Victoria","A","Annual","1980","1980",4916,,
"1","Births","3","March","2","Victoria","A","Annual","1981","1981",5172,,
"1","Births","3","March","2","Victoria","A","Annual","1982","1982",5304,,
"1","Births","3","March","2","Victoria","A","Annual","1983","1983",5400,,
"1","Births","3","March","2","Victoria","A","Annual","1984","1984",5495,,
"1","Births","3","March","2","Victoria","A","Annual","1985","1985",5279,,
"1","Births","3","March","2","Victoria","A","Annual","1986","1986",5120,,
"1","Births","3","March","2","Victoria","A","Annual","1987","1987",5291,,
"1","Births","3","March","2","Victoria","A","Annual","1988","1988",5649,,
"1","Births","3","March","2","Victoria","A","Annual","1989","1989",5403,,
"1","Births","3","March","2","Victoria","A","Annual","1990","1990",5841,,
"1","Births","3","March","2","Victoria","A","Annual","1991","1991",5697,,
"1","Births","3","March","2","Victoria","A","Annual","1992","1992",5635,,
"1","Births","3","March","2","Victoria","A","Annual","1993","1993",5555,,
"1","Births","3","March","2","Victoria","A","Annual","1994","1994",5703,,
"1","Births","3","March","2","Victoria","A","Annual","1995","1995",5544,,
"1","Births","3","March","2","Victoria","A","Annual","1996","1996",5340,,
"1","Births","3","March","2","Victoria","A","Annual","1997","1997",5195,,
"1","Births","3","March","2","Victoria","A","Annual","1998","1998",5022,,
"1","Births","3","March","2","Victoria","A","Annual","1999","1999",5390,,
"1","Births","3","March","2","Victoria","A","Annual","2000","2000",5239,,
"1","Births","3","March","2","Victoria","A","Annual","2001","2001",5239,,
"1","Births","3","March","2","Victoria","A","Annual","2002","2002",5093,,
"1","Births","3","March","2","Victoria","A","Annual","2003","2003",4985,,
"1","Births","3","March","2","Victoria","A","Annual","2004","2004",5393,,
"1","Births","3","March","2","Victoria","A","Annual","2005","2005",5570,,
"1","Births","3","March","2","Victoria","A","Annual","2006","2006",5686,,
"1","Births","3","March","2","Victoria","A","Annual","2007","2007",6084,,
"1","Births","3","March","2","Victoria","A","Annual","2008","2008",5923,,
"1","Births","3","March","2","Victoria","A","Annual","2009","2009",6036,,
"1","Births","3","March","2","Victoria","A","Annual","2010","2010",6372,,
"1","Births","3","March","2","Victoria","A","Annual","2011","2011",6277,,
"1","Births","3","March","2","Victoria","A","Annual","2012","2012",6456,,
"1","Births","3","March","2","Victoria","A","Annual","2013","2013",6506,,
"1","Births","3","March","2","Victoria","A","Annual","2014","2014",6537,,
"1","Births","3","March","2","Victoria","A","Annual","2015","2015",6634,,
"1","Births","3","March","2","Victoria","A","Annual","2016","2016",6825,,
"1","Births","3","March","2","Victoria","A","Annual","2017","2017",6601,,
"1","Births","3","March","2","Victoria","A","Annual","2018","2018",6521,,
"1","Births","3","March","2","Victoria","A","Annual","2019","2019",6317,,
"1","Births","11","November","3","Queensland","A","Annual","1975","1975",2838,,
"1","Births","11","November","3","Queensland","A","Annual","1976","1976",2897,,
"1","Births","11","November","3","Queensland","A","Annual","1977","1977",2796,,
"1","Births","11","November","3","Queensland","A","Annual","1978","1978",2641,,
"1","Births","11","November","3","Queensland","A","Annual","1979","1979",2767,,
"1","Births","11","November","3","Queensland","A","Annual","1980","1980",2598,,
"1","Births","11","November","3","Queensland","A","Annual","1981","1981",2842,,
"1","Births","11","November","3","Queensland","A","Annual","1982","1982",3189,,
"1","Births","11","November","3","Queensland","A","Annual","1983","1983",3133,,
"1","Births","11","November","3","Queensland","A","Annual","1984","1984",3086,,
"1","Births","11","November","3","Queensland","A","Annual","1985","1985",3226,,
"1","Births","11","November","3","Queensland","A","Annual","1986","1986",3043,,
"1","Births","11","November","3","Queensland","A","Annual","1987","1987",2998,,
"1","Births","11","November","3","Queensland","A","Annual","1988","1988",3367,,
"1","Births","11","November","3","Queensland","A","Annual","1989","1989",3508,,
"1","Births","11","November","3","Queensland","A","Annual","1990","1990",3485,,
"1","Births","11","November","3","Queensland","A","Annual","1991","1991",3386,,
"1","Births","11","November","3","Queensland","A","Annual","1992","1992",3659,,
"1","Births","11","November","3","Queensland","A","Annual","1993","1993",3630,,
"1","Births","11","November","3","Queensland","A","Annual","1994","1994",3836,,
"1","Births","11","November","3","Queensland","A","Annual","1995","1995",3750,,
"1","Births","11","November","3","Queensland","A","Annual","1996","1996",3672,,
"1","Births","11","November","3","Queensland","A","Annual","1997","1997",3631,,
"1","Births","11","November","3","Queensland","A","Annual","1998","1998",3621,,
"1","Births","11","November","3","Queensland","A","Annual","1999","1999",3697,,
"1","Births","11","November","3","Queensland","A","Annual","2000","2000",3915,,
"1","Births","11","November","3","Queensland","A","Annual","2001","2001",3873,,
"1","Births","11","November","3","Queensland","A","Annual","2002","2002",3858,,
"1","Births","11","November","3","Queensland","A","Annual","2003","2003",3869,,
"1","Births","11","November","3","Queensland","A","Annual","2004","2004",3908,,
"1","Births","11","November","3","Queensland","A","Annual","2005","2005",4300,,
"1","Births","11","November","3","Queensland","A","Annual","2006","2006",4494,,
"1","Births","11","November","3","Queensland","A","Annual","2007","2007",4632,,
"1","Births","11","November","3","Queensland","A","Annual","2008","2008",4755,,
"1","Births","11","November","3","Queensland","A","Annual","2009","2009",4774,,
"1","Births","11","November","3","Queensland","A","Annual","2010","2010",4663,,
"1","Births","11","November","3","Queensland","A","Annual","2011","2011",4939,,
"1","Births","11","November","3","Queensland","A","Annual","2012","2012",5042,,
"1","Births","11","November","3","Queensland","A","Annual","2013","2013",4877,,
"1","Births","11","November","3","Queensland","A","Annual","2014","2014",4744,,
"1","Births","11","November","3","Queensland","A","Annual","2015","2015",4606,,
"1","Births","11","November","3","Queensland","A","Annual","2016","2016",4617,,
"1","Births","11","November","3","Queensland","A","Annual","2017","2017",4499,,
"1","Births","11","November","3","Queensland","A","Annual","2018","2018",4613,,
"1","Births","11","November","3","Queensland","A","Annual","2019","2019",3810,,
"1","Births","5","May","3","Queensland","A","Annual","1975","1975",3145,,
"1","Births","5","May","3","Queensland","A","Annual","1976","1976",2979,,
"1","Births","5","May","3","Queensland","A","Annual","1977","1977",3034,,
"1","Births","5","May","3","Queensland","A","Annual","1978","1978",3076,,
"1","Births","5","May","3","Queensland","A","Annual","1979","1979",3231,,
"1","Births","5","May","3","Queensland","A","Annual","1980","1980",3292,,
"1","Births","5","May","3","Queensland","A","Annual","1981","1981",3440,,
"1","Births","5","May","3","Queensland","A","Annual","1982","1982",3469,,
"1","Births","5","May","3","Queensland","A","Annual","1983","1983",3663,,
"1","Births","5","May","3","Queensland","A","Annual","1984","1984",3511,,
"1","Births","5","May","3","Queensland","A","Annual","1985","1985",3476,,
"1","Births","5","May","3","Queensland","A","Annual","1986","1986",3599,,
"1","Births","5","May","3","Queensland","A","Annual","1987","1987",3347,,
"1","Births","5","May","3","Queensland","A","Annual","1988","1988",3545,,
"1","Births","5","May","3","Queensland","A","Annual","1989","1989",3660,,
"1","Births","5","May","3","Queensland","A","Annual","1990","1990",4004,,
"1","Births","5","May","3","Queensland","A","Annual","1991","1991",3920,,
"1","Births","5","May","3","Queensland","A","Annual","1992","1992",4125,,
"1","Births","5","May","3","Queensland","A","Annual","1993","1993",4118,,
"1","Births","5","May","3","Queensland","A","Annual","1994","1994",4073,,
"1","Births","5","May","3","Queensland","A","Annual","1995","1995",4247,,
"1","Births","5","May","3","Queensland","A","Annual","1996","1996",4174,,
"1","Births","5","May","3","Queensland","A","Annual","1997","1997",4164,,
"1","Births","5","May","3","Queensland","A","Annual","1998","1998",4084,,
"1","Births","5","May","3","Queensland","A","Annual","1999","1999",4065,,
"1","Births","5","May","3","Queensland","A","Annual","2000","2000",4239,,
"1","Births","5","May","3","Queensland","A","Annual","2001","2001",4468,,
"1","Births","5","May","3","Queensland","A","Annual","2002","2002",4174,,
"1","Births","5","May","3","Queensland","A","Annual","2003","2003",4183,,
"1","Births","5","May","3","Queensland","A","Annual","2004","2004",4208,,
"1","Births","5","May","3","Queensland","A","Annual","2005","2005",4837,,
"1","Births","5","May","3","Queensland","A","Annual","2006","2006",4796,,
"1","Births","5","May","3","Queensland","A","Annual","2007","2007",5187,,
"1","Births","5","May","3","Queensland","A","Annual","2008","2008",5101,,
"1","Births","5","May","3","Queensland","A","Annual","2009","2009",5363,,
"1","Births","5","May","3","Queensland","A","Annual","2010","2010",5322,,
"1","Births","5","May","3","Queensland","A","Annual","2011","2011",5414,,
"1","Births","5","May","3","Queensland","A","Annual","2012","2012",5470,,
"1","Births","5","May","3","Queensland","A","Annual","2013","2013",5495,,
"1","Births","5","May","3","Queensland","A","Annual","2014","2014",5333,,
"1","Births","5","May","3","Queensland","A","Annual","2015","2015",5216,,
"1","Births","5","May","3","Queensland","A","Annual","2016","2016",5194,,
"1","Births","5","May","3","Queensland","A","Annual","2017","2017",5055,,
"1","Births","5","May","3","Queensland","A","Annual","2018","2018",5035,,
"1","Births","5","May","3","Queensland","A","Annual","2019","2019",5269,,
"1","Births","9","September","7","Northern Territory","A","Annual","1975","1975",202,,
"1","Births","9","September","7","Northern Territory","A","Annual","1976","1976",223,,
"1","Births","9","September","7","Northern Territory","A","Annual","1977","1977",187,,
"1","Births","9","September","7","Northern Territory","A","Annual","1978","1978",211,,
"1","Births","9","September","7","Northern Territory","A","Annual","1979","1979",197,,
"1","Births","9","September","7","Northern Territory","A","Annual","1980","1980",217,,
"1","Births","9","September","7","Northern Territory","A","Annual","1981","1981",246,,
"1","Births","9","September","7","Northern Territory","A","Annual","1982","1982",239,,
"1","Births","9","September","7","Northern Territory","A","Annual","1983","1983",258,,
"1","Births","9","September","7","Northern Territory","A","Annual","1984","1984",255,,
"1","Births","9","September","7","Northern Territory","A","Annual","1985","1985",237,,
"1","Births","9","September","7","Northern Territory","A","Annual","1986","1986",251,,
"1","Births","9","September","7","Northern Territory","A","Annual","1987","1987",258,,
"1","Births","9","September","7","Northern Territory","A","Annual","1988","1988",275,,
"1","Births","9","September","7","Northern Territory","A","Annual","1989","1989",288,,
"1","Births","9","September","7","Northern Territory","A","Annual","1990","1990",255,,
"1","Births","9","September","7","Northern Territory","A","Annual","1991","1991",265,,
"1","Births","9","September","7","Northern Territory","A","Annual","1992","1992",274,,
"1","Births","9","September","7","Northern Territory","A","Annual","1993","1993",279,,
"1","Births","9","September","7","Northern Territory","A","Annual","1994","1994",291,,
"1","Births","9","September","7","Northern Territory","A","Annual","1995","1995",297,,
"1","Births","9","September","7","Northern Territory","A","Annual","1996","1996",295,,
"1","Births","9","September","7","Northern Territory","A","Annual","1997","1997",291,,
"1","Births","9","September","7","Northern Territory","A","Annual","1998","1998",281,,
"1","Births","9","September","7","Northern Territory","A","Annual","1999","1999",267,,
"1","Births","9","September","7","Northern Territory","A","Annual","2000","2000",307,,
"1","Births","9","September","7","Northern Territory","A","Annual","2001","2001",311,,
"1","Births","9","September","7","Northern Territory","A","Annual","2002","2002",322,,
"1","Births","9","September","7","Northern Territory","A","Annual","2003","2003",285,,
"1","Births","9","September","7","Northern Territory","A","Annual","2004","2004",279,,
"1","Births","9","September","7","Northern Territory","A","Annual","2005","2005",329,,
"1","Births","9","September","7","Northern Territory","A","Annual","2006","2006",301,,
"1","Births","9","September","7","Northern Territory","A","Annual","2007","2007",303,,
"1","Births","9","September","7","Northern Territory","A","Annual","2008","2008",325,,
"1","Births","9","September","7","Northern Territory","A","Annual","2009","2009",299,,
"1","Births","9","September","7","Northern Territory","A","Annual","2010","2010",344,,
"1","Births","9","September","7","Northern Territory","A","Annual","2011","2011",302,,
"1","Births","9","September","7","Northern Territory","A","Annual","2012","2012",313,,
"1","Births","9","September","7","Northern Territory","A","Annual","2013","2013",315,,
"1","Births","9","September","7","Northern Territory","A","Annual","2014","2014",316,,
"1","Births","9","September","7","Northern Territory","A","Annual","2015","2015",314,,
"1","Births","9","September","7","Northern Territory","A","Annual","2016","2016",344,,
"1","Births","9","September","7","Northern Territory","A","Annual","2017","2017",296,,
"1","Births","9","September","7","Northern Territory","A","Annual","2018","2018",271,,
"1","Births","9","September","7","Northern Territory","A","Annual","2019","2019",286,,
"1","Births","3","March","7","Northern Territory","A","Annual","1975","1975",206,,
"1","Births","3","March","7","Northern Territory","A","Annual","1976","1976",259,,
"1","Births","3","March","7","Northern Territory","A","Annual","1977","1977",262,,
"1","Births","3","March","7","Northern Territory","A","Annual","1978","1978",258,,
"1","Births","3","March","7","Northern Territory","A","Annual","1979","1979",226,,
"1","Births","3","March","7","Northern Territory","A","Annual","1980","1980",256,,
"1","Births","3","March","7","Northern Territory","A","Annual","1981","1981",265,,
"1","Births","3","March","7","Northern Territory","A","Annual","1982","1982",280,,
"1","Births","3","March","7","Northern Territory","A","Annual","1983","1983",287,,
"1","Births","3","March","7","Northern Territory","A","Annual","1984","1984",295,,
"1","Births","3","March","7","Northern Territory","A","Annual","1985","1985",315,,
"1","Births","3","March","7","Northern Territory","A","Annual","1986","1986",295,,
"1","Births","3","March","7","Northern Territory","A","Annual","1987","1987",342,,
"1","Births","3","March","7","Northern Territory","A","Annual","1988","1988",307,,
"1","Births","3","March","7","Northern Territory","A","Annual","1989","1989",261,,
"1","Births","3","March","7","Northern Territory","A","Annual","1990","1990",328,,
"1","Births","3","March","7","Northern Territory","A","Annual","1991","1991",313,,
"1","Births","3","March","7","Northern Territory","A","Annual","1992","1992",337,,
"1","Births","3","March","7","Northern Territory","A","Annual","1993","1993",368,,
"1","Births","3","March","7","Northern Territory","A","Annual","1994","1994",324,,
"1","Births","3","March","7","Northern Territory","A","Annual","1995","1995",351,,
"1","Births","3","March","7","Northern Territory","A","Annual","1996","1996",344,,
"1","Births","3","March","7","Northern Territory","A","Annual","1997","1997",305,,
"1","Births","3","March","7","Northern Territory","A","Annual","1998","1998",349,,
"1","Births","3","March","7","Northern Territory","A","Annual","1999","1999",329,,
"1","Births","3","March","7","Northern Territory","A","Annual","2000","2000",332,,
"1","Births","3","March","7","Northern Territory","A","Annual","2001","2001",326,,
"1","Births","3","March","7","Northern Territory","A","Annual","2002","2002",353,,
"1","Births","3","March","7","Northern Territory","A","Annual","2003","2003",353,,
"1","Births","3","March","7","Northern Territory","A","Annual","2004","2004",349,,
"1","Births","3","March","7","Northern Territory","A","Annual","2005","2005",320,,
"1","Births","3","March","7","Northern Territory","A","Annual","2006","2006",327,,
"1","Births","3","March","7","Northern Territory","A","Annual","2007","2007",377,,
"1","Births","3","March","7","Northern Territory","A","Annual","2008","2008",342,,
"1","Births","3","March","7","Northern Territory","A","Annual","2009","2009",331,,
"1","Births","3","March","7","Northern Territory","A","Annual","2010","2010",384,,
"1","Births","3","March","7","Northern Territory","A","Annual","2011","2011",358,,
"1","Births","3","March","7","Northern Territory","A","Annual","2012","2012",368,,
"1","Births","3","March","7","Northern Territory","A","Annual","2013","2013",328,,
"1","Births","3","March","7","Northern Territory","A","Annual","2014","2014",379,,
"1","Births","3","March","7","Northern Territory","A","Annual","2015","2015",407,,
"1","Births","3","March","7","Northern Territory","A","Annual","2016","2016",352,,
"1","Births","3","March","7","Northern Territory","A","Annual","2017","2017",335,,
"1","Births","3","March","7","Northern Territory","A","Annual","2018","2018",346,,
"1","Births","3","March","7","Northern Territory","A","Annual","2019","2019",324,,
"1","Births","11","November","4","South Australia","A","Annual","1975","1975",1519,,
"1","Births","11","November","4","South Australia","A","Annual","1976","1976",1487,,
"1","Births","11","November","4","South Australia","A","Annual","1977","1977",1451,,
"1","Births","11","November","4","South Australia","A","Annual","1978","1978",1437,,
"1","Births","11","November","4","South Australia","A","Annual","1979","1979",1463,,
"1","Births","11","November","4","South Australia","A","Annual","1980","1980",1426,,
"1","Births","11","November","4","South Australia","A","Annual","1981","1981",1503,,
"1","Births","11","November","4","South Australia","A","Annual","1982","1982",1457,,
"1","Births","11","November","4","South Australia","A","Annual","1983","1983",1557,,
"1","Births","11","November","4","South Australia","A","Annual","1984","1984",1575,,
"1","Births","11","November","4","South Australia","A","Annual","1985","1985",1549,,
"1","Births","11","November","4","South Australia","A","Annual","1986","1986",1564,,
"1","Births","11","November","4","South Australia","A","Annual","1987","1987",1427,,
"1","Births","11","November","4","South Australia","A","Annual","1988","1988",1601,,
"1","Births","11","November","4","South Australia","A","Annual","1989","1989",1601,,
"1","Births","11","November","4","South Australia","A","Annual","1990","1990",1576,,
"1","Births","11","November","4","South Australia","A","Annual","1991","1991",1535,,
"1","Births","11","November","4","South Australia","A","Annual","1992","1992",1550,,
"1","Births","11","November","4","South Australia","A","Annual","1993","1993",1492,,
"1","Births","11","November","4","South Australia","A","Annual","1994","1994",1556,,
"1","Births","11","November","4","South Australia","A","Annual","1995","1995",1478,,
"1","Births","11","November","4","South Australia","A","Annual","1996","1996",1541,,
"1","Births","11","November","4","South Australia","A","Annual","1997","1997",1482,,
"1","Births","11","November","4","South Australia","A","Annual","1998","1998",1479,,
"1","Births","11","November","4","South Australia","A","Annual","1999","1999",1423,,
"1","Births","11","November","4","South Australia","A","Annual","2000","2000",1388,,
"1","Births","11","November","4","South Australia","A","Annual","2001","2001",1417,,
"1","Births","11","November","4","South Australia","A","Annual","2002","2002",1414,,
"1","Births","11","November","4","South Australia","A","Annual","2003","2003",1423,,
"1","Births","11","November","4","South Australia","A","Annual","2004","2004",1411,,
"1","Births","11","November","4","South Australia","A","Annual","2005","2005",1422,,
"1","Births","11","November","4","South Australia","A","Annual","2006","2006",1519,,
"1","Births","11","November","4","South Australia","A","Annual","2007","2007",1530,,
"1","Births","11","November","4","South Australia","A","Annual","2008","2008",1539,,
"1","Births","11","November","4","South Australia","A","Annual","2009","2009",1565,,
"1","Births","11","November","4","South Australia","A","Annual","2010","2010",1599,,
"1","Births","11","November","4","South Australia","A","Annual","2011","2011",1638,,
"1","Births","11","November","4","South Australia","A","Annual","2012","2012",1737,,
"1","Births","11","November","4","South Australia","A","Annual","2013","2013",1601,,
"1","Births","11","November","4","South Australia","A","Annual","2014","2014",1586,,
"1","Births","11","November","4","South Australia","A","Annual","2015","2015",1529,,
"1","Births","11","November","4","South Australia","A","Annual","2016","2016",1536,,
"1","Births","11","November","4","South Australia","A","Annual","2017","2017",1472,,
"1","Births","11","November","4","South Australia","A","Annual","2018","2018",1502,,
"1","Births","11","November","4","South Australia","A","Annual","2019","2019",1173,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1975","1975",348,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1976","1976",381,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1977","1977",379,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1978","1978",325,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1979","1979",351,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1980","1980",356,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1981","1981",385,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1982","1982",355,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1983","1983",331,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1984","1984",345,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1985","1985",322,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1986","1986",366,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1987","1987",326,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1988","1988",336,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1989","1989",291,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1990","1990",352,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1991","1991",391,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1992","1992",347,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1993","1993",375,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1994","1994",371,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1995","1995",367,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1996","1996",353,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1997","1997",368,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1998","1998",339,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","1999","1999",356,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2000","2000",359,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2001","2001",303,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2002","2002",335,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2003","2003",310,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2004","2004",339,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2005","2005",356,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2006","2006",374,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2007","2007",372,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2008","2008",381,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2009","2009",399,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2010","2010",412,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2011","2011",417,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2012","2012",411,,
"1","Births","4","April","8","Australian Capital Territory","A","Annual","2013","2013",449,,
