"MEASURE","Measure","MONTH_OCCURENCE","Month of occurence","ASGS_2011","Region","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1978","1978",351,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1979","1979",359,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1980","1980",394,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1981","1981",309,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1982","1982",361,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1983","1983",340,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1984","1984",334,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1985","1985",351,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1986","1986",319,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1987","1987",350,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1988","1988",350,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1989","1989",381,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1990","1990",390,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1991","1991",356,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1992","1992",383,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1993","1993",362,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1994","1994",355,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1995","1995",366,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1996","1996",390,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1997","1997",370,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1998","1998",362,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","1999","1999",321,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2000","2000",342,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2001","2001",328,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2002","2002",336,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2003","2003",361,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2004","2004",361,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2005","2005",361,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2006","2006",403,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2007","2007",385,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2008","2008",425,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2009","2009",446,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2010","2010",452,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2011","2011",423,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2012","2012",488,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2013","2013",471,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2014","2014",499,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2015","2015",484,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2016","2016",519,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2017","2017",453,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2018","2018",421,,
"1","Births","7","July","8","Australian Capital Territory","A","Annual","2019","2019",449,,
"1","Births","1","January","2","Victoria","A","Annual","1975","1975",5301,,
"1","Births","1","January","2","Victoria","A","Annual","1976","1976",5160,,
"1","Births","1","January","2","Victoria","A","Annual","1977","1977",4845,,
"1","Births","1","January","2","Victoria","A","Annual","1978","1978",4814,,
"1","Births","1","January","2","Victoria","A","Annual","1979","1979",4670,,
"1","Births","1","January","2","Victoria","A","Annual","1980","1980",4833,,
"1","Births","1","January","2","Victoria","A","Annual","1981","1981",4840,,
"1","Births","1","January","2","Victoria","A","Annual","1982","1982",4875,,
"1","Births","1","January","2","Victoria","A","Annual","1983","1983",4812,,
"1","Births","1","January","2","Victoria","A","Annual","1984","1984",4908,,
"1","Births","1","January","2","Victoria","A","Annual","1985","1985",5151,,
"1","Births","1","January","2","Victoria","A","Annual","1986","1986",4805,,
"1","Births","1","January","2","Victoria","A","Annual","1987","1987",4910,,
"1","Births","1","January","2","Victoria","A","Annual","1988","1988",5223,,
"1","Births","1","January","2","Victoria","A","Annual","1989","1989",5190,,
"1","Births","1","January","2","Victoria","A","Annual","1990","1990",5468,,
"1","Births","1","January","2","Victoria","A","Annual","1991","1991",5512,,
"1","Births","1","January","2","Victoria","A","Annual","1992","1992",5474,,
"1","Births","1","January","2","Victoria","A","Annual","1993","1993",5343,,
"1","Births","1","January","2","Victoria","A","Annual","1994","1994",5474,,
"1","Births","1","January","2","Victoria","A","Annual","1995","1995",5347,,
"1","Births","1","January","2","Victoria","A","Annual","1996","1996",5179,,
"1","Births","1","January","2","Victoria","A","Annual","1997","1997",5171,,
"1","Births","1","January","2","Victoria","A","Annual","1998","1998",4957,,
"1","Births","1","January","2","Victoria","A","Annual","1999","1999",5087,,
"1","Births","1","January","2","Victoria","A","Annual","2000","2000",5133,,
"1","Births","1","January","2","Victoria","A","Annual","2001","2001",4439,,
"1","Births","1","January","2","Victoria","A","Annual","2002","2002",5183,,
"1","Births","1","January","2","Victoria","A","Annual","2003","2003",4996,,
"1","Births","1","January","2","Victoria","A","Annual","2004","2004",5158,,
"1","Births","1","January","2","Victoria","A","Annual","2005","2005",5049,,
"1","Births","1","January","2","Victoria","A","Annual","2006","2006",5401,,
"1","Births","1","January","2","Victoria","A","Annual","2007","2007",5836,,
"1","Births","1","January","2","Victoria","A","Annual","2008","2008",5985,,
"1","Births","1","January","2","Victoria","A","Annual","2009","2009",5732,,
"1","Births","1","January","2","Victoria","A","Annual","2010","2010",5995,,
"1","Births","1","January","2","Victoria","A","Annual","2011","2011",5930,,
"1","Births","1","January","2","Victoria","A","Annual","2012","2012",6235,,
"1","Births","1","January","2","Victoria","A","Annual","2013","2013",6490,,
"1","Births","1","January","2","Victoria","A","Annual","2014","2014",6372,,
"1","Births","1","January","2","Victoria","A","Annual","2015","2015",6364,,
"1","Births","1","January","2","Victoria","A","Annual","2016","2016",6458,,
"1","Births","1","January","2","Victoria","A","Annual","2017","2017",6457,,
"1","Births","1","January","2","Victoria","A","Annual","2018","2018",6460,,
"1","Births","1","January","2","Victoria","A","Annual","2019","2019",6321,,
"1","Births","6","June","6","Tasmania","A","Annual","1975","1975",538,,
"1","Births","6","June","6","Tasmania","A","Annual","1976","1976",560,,
"1","Births","6","June","6","Tasmania","A","Annual","1977","1977",553,,
"1","Births","6","June","6","Tasmania","A","Annual","1978","1978",513,,
"1","Births","6","June","6","Tasmania","A","Annual","1979","1979",558,,
"1","Births","6","June","6","Tasmania","A","Annual","1980","1980",558,,
"1","Births","6","June","6","Tasmania","A","Annual","1981","1981",575,,
"1","Births","6","June","6","Tasmania","A","Annual","1982","1982",576,,
"1","Births","6","June","6","Tasmania","A","Annual","1983","1983",614,,
"1","Births","6","June","6","Tasmania","A","Annual","1984","1984",598,,
"1","Births","6","June","6","Tasmania","A","Annual","1985","1985",555,,
"1","Births","6","June","6","Tasmania","A","Annual","1986","1986",574,,
"1","Births","6","June","6","Tasmania","A","Annual","1987","1987",572,,
"1","Births","6","June","6","Tasmania","A","Annual","1988","1988",554,,
"1","Births","6","June","6","Tasmania","A","Annual","1989","1989",536,,
"1","Births","6","June","6","Tasmania","A","Annual","1990","1990",561,,
"1","Births","6","June","6","Tasmania","A","Annual","1991","1991",588,,
"1","Births","6","June","6","Tasmania","A","Annual","1992","1992",592,,
"1","Births","6","June","6","Tasmania","A","Annual","1993","1993",534,,
"1","Births","6","June","6","Tasmania","A","Annual","1994","1994",595,,
"1","Births","6","June","6","Tasmania","A","Annual","1995","1995",575,,
"1","Births","6","June","6","Tasmania","A","Annual","1996","1996",510,,
"1","Births","6","June","6","Tasmania","A","Annual","1997","1997",516,,
"1","Births","6","June","6","Tasmania","A","Annual","1998","1998",504,,
"1","Births","6","June","6","Tasmania","A","Annual","1999","1999",523,,
"1","Births","6","June","6","Tasmania","A","Annual","2000","2000",517,,
"1","Births","6","June","6","Tasmania","A","Annual","2001","2001",439,,
"1","Births","6","June","6","Tasmania","A","Annual","2002","2002",496,,
"1","Births","6","June","6","Tasmania","A","Annual","2003","2003",430,,
"1","Births","6","June","6","Tasmania","A","Annual","2004","2004",401,,
"1","Births","6","June","6","Tasmania","A","Annual","2005","2005",507,,
"1","Births","6","June","6","Tasmania","A","Annual","2006","2006",479,,
"1","Births","6","June","6","Tasmania","A","Annual","2007","2007",485,,
"1","Births","6","June","6","Tasmania","A","Annual","2008","2008",541,,
"1","Births","6","June","6","Tasmania","A","Annual","2009","2009",552,,
"1","Births","6","June","6","Tasmania","A","Annual","2010","2010",493,,
"1","Births","6","June","6","Tasmania","A","Annual","2011","2011",504,,
"1","Births","6","June","6","Tasmania","A","Annual","2012","2012",474,,
"1","Births","6","June","6","Tasmania","A","Annual","2013","2013",508,,
"1","Births","6","June","6","Tasmania","A","Annual","2014","2014",427,,
"1","Births","6","June","6","Tasmania","A","Annual","2015","2015",456,,
"1","Births","6","June","6","Tasmania","A","Annual","2016","2016",473,,
"1","Births","6","June","6","Tasmania","A","Annual","2017","2017",437,,
"1","Births","6","June","6","Tasmania","A","Annual","2018","2018",441,,
"1","Births","6","June","6","Tasmania","A","Annual","2019","2019",426,,
"1","Births","3","March","1","New South Wales","A","Annual","1975","1975",6945,,
"1","Births","3","March","1","New South Wales","A","Annual","1976","1976",7175,,
"1","Births","3","March","1","New South Wales","A","Annual","1977","1977",7035,,
"1","Births","3","March","1","New South Wales","A","Annual","1978","1978",7095,,
"1","Births","3","March","1","New South Wales","A","Annual","1979","1979",6953,,
"1","Births","3","March","1","New South Wales","A","Annual","1980","1980",6967,,
"1","Births","3","March","1","New South Wales","A","Annual","1981","1981",7522,,
"1","Births","3","March","1","New South Wales","A","Annual","1982","1982",7563,,
"1","Births","3","March","1","New South Wales","A","Annual","1983","1983",7741,,
"1","Births","3","March","1","New South Wales","A","Annual","1984","1984",7422,,
"1","Births","3","March","1","New South Wales","A","Annual","1985","1985",7523,,
"1","Births","3","March","1","New South Wales","A","Annual","1986","1986",7111,,
"1","Births","3","March","1","New South Wales","A","Annual","1987","1987",7672,,
"1","Births","3","March","1","New South Wales","A","Annual","1988","1988",7745,,
"1","Births","3","March","1","New South Wales","A","Annual","1989","1989",7313,,
"1","Births","3","March","1","New South Wales","A","Annual","1990","1990",7717,,
"1","Births","3","March","1","New South Wales","A","Annual","1991","1991",7712,,
"1","Births","3","March","1","New South Wales","A","Annual","1992","1992",7843,,
"1","Births","3","March","1","New South Wales","A","Annual","1993","1993",7913,,
"1","Births","3","March","1","New South Wales","A","Annual","1994","1994",8232,,
"1","Births","3","March","1","New South Wales","A","Annual","1995","1995",7898,,
"1","Births","3","March","1","New South Wales","A","Annual","1996","1996",7396,,
"1","Births","3","March","1","New South Wales","A","Annual","1997","1997",7466,,
"1","Births","3","March","1","New South Wales","A","Annual","1998","1998",7546,,
"1","Births","3","March","1","New South Wales","A","Annual","1999","1999",7688,,
"1","Births","3","March","1","New South Wales","A","Annual","2000","2000",7658,,
"1","Births","3","March","1","New South Wales","A","Annual","2001","2001",7710,,
"1","Births","3","March","1","New South Wales","A","Annual","2002","2002",7542,,
"1","Births","3","March","1","New South Wales","A","Annual","2003","2003",7404,,
"1","Births","3","March","1","New South Wales","A","Annual","2004","2004",7570,,
"1","Births","3","March","1","New South Wales","A","Annual","2005","2005",7908,,
"1","Births","3","March","1","New South Wales","A","Annual","2006","2006",6822,,
"1","Births","3","March","1","New South Wales","A","Annual","2007","2007",8396,,
"1","Births","3","March","1","New South Wales","A","Annual","2008","2008",8260,,
"1","Births","3","March","1","New South Wales","A","Annual","2009","2009",8173,,
"1","Births","3","March","1","New South Wales","A","Annual","2010","2010",8542,,
"1","Births","3","March","1","New South Wales","A","Annual","2011","2011",8589,,
"1","Births","3","March","1","New South Wales","A","Annual","2012","2012",8382,,
"1","Births","3","March","1","New South Wales","A","Annual","2013","2013",8282,,
"1","Births","3","March","1","New South Wales","A","Annual","2014","2014",8210,,
"1","Births","3","March","1","New South Wales","A","Annual","2015","2015",8075,,
"1","Births","3","March","1","New South Wales","A","Annual","2016","2016",8562,,
"1","Births","3","March","1","New South Wales","A","Annual","2017","2017",8353,,
"1","Births","3","March","1","New South Wales","A","Annual","2018","2018",8097,,
"1","Births","3","March","1","New South Wales","A","Annual","2019","2019",8100,,
"1","Births","7","July","3","Queensland","A","Annual","1975","1975",3193,,
"1","Births","7","July","3","Queensland","A","Annual","1976","1976",2940,,
"1","Births","7","July","3","Queensland","A","Annual","1977","1977",3095,,
"1","Births","7","July","3","Queensland","A","Annual","1978","1978",2791,,
"1","Births","7","July","3","Queensland","A","Annual","1979","1979",2936,,
"1","Births","7","July","3","Queensland","A","Annual","1980","1980",3072,,
"1","Births","7","July","3","Queensland","A","Annual","1981","1981",3256,,
"1","Births","7","July","3","Queensland","A","Annual","1982","1982",3372,,
"1","Births","7","July","3","Queensland","A","Annual","1983","1983",3594,,
"1","Births","7","July","3","Queensland","A","Annual","1984","1984",3404,,
"1","Births","7","July","3","Queensland","A","Annual","1985","1985",3460,,
"1","Births","7","July","3","Queensland","A","Annual","1986","1986",3569,,
"1","Births","7","July","3","Queensland","A","Annual","1987","1987",3497,,
"1","Births","7","July","3","Queensland","A","Annual","1988","1988",3561,,
"1","Births","7","July","3","Queensland","A","Annual","1989","1989",3731,,
"1","Births","7","July","3","Queensland","A","Annual","1990","1990",3940,,
"1","Births","7","July","3","Queensland","A","Annual","1991","1991",3920,,
"1","Births","7","July","3","Queensland","A","Annual","1992","1992",4000,,
"1","Births","7","July","3","Queensland","A","Annual","1993","1993",4054,,
"1","Births","7","July","3","Queensland","A","Annual","1994","1994",4123,,
"1","Births","7","July","3","Queensland","A","Annual","1995","1995",4150,,
"1","Births","7","July","3","Queensland","A","Annual","1996","1996",4096,,
"1","Births","7","July","3","Queensland","A","Annual","1997","1997",4270,,
"1","Births","7","July","3","Queensland","A","Annual","1998","1998",4269,,
"1","Births","7","July","3","Queensland","A","Annual","1999","1999",4248,,
"1","Births","7","July","3","Queensland","A","Annual","2000","2000",3986,,
"1","Births","7","July","3","Queensland","A","Annual","2001","2001",4156,,
"1","Births","7","July","3","Queensland","A","Annual","2002","2002",4350,,
"1","Births","7","July","3","Queensland","A","Annual","2003","2003",4410,,
"1","Births","7","July","3","Queensland","A","Annual","2004","2004",4595,,
"1","Births","7","July","3","Queensland","A","Annual","2005","2005",4756,,
"1","Births","7","July","3","Queensland","A","Annual","2006","2006",4900,,
"1","Births","7","July","3","Queensland","A","Annual","2007","2007",5241,,
"1","Births","7","July","3","Queensland","A","Annual","2008","2008",5241,,
"1","Births","7","July","3","Queensland","A","Annual","2009","2009",5297,,
"1","Births","7","July","3","Queensland","A","Annual","2010","2010",5254,,
"1","Births","7","July","3","Queensland","A","Annual","2011","2011",5095,,
"1","Births","7","July","3","Queensland","A","Annual","2012","2012",5353,,
"1","Births","7","July","3","Queensland","A","Annual","2013","2013",5322,,
"1","Births","7","July","3","Queensland","A","Annual","2014","2014",5515,,
"1","Births","7","July","3","Queensland","A","Annual","2015","2015",5372,,
"1","Births","7","July","3","Queensland","A","Annual","2016","2016",5080,,
"1","Births","7","July","3","Queensland","A","Annual","2017","2017",4974,,
"1","Births","7","July","3","Queensland","A","Annual","2018","2018",4822,,
"1","Births","7","July","3","Queensland","A","Annual","2019","2019",4945,,
"1","Births","5","May","7","Northern Territory","A","Annual","1975","1975",225,,
"1","Births","5","May","7","Northern Territory","A","Annual","1976","1976",235,,
"1","Births","5","May","7","Northern Territory","A","Annual","1977","1977",243,,
"1","Births","5","May","7","Northern Territory","A","Annual","1978","1978",251,,
"1","Births","5","May","7","Northern Territory","A","Annual","1979","1979",236,,
"1","Births","5","May","7","Northern Territory","A","Annual","1980","1980",279,,
"1","Births","5","May","7","Northern Territory","A","Annual","1981","1981",264,,
"1","Births","5","May","7","Northern Territory","A","Annual","1982","1982",268,,
"1","Births","5","May","7","Northern Territory","A","Annual","1983","1983",283,,
"1","Births","5","May","7","Northern Territory","A","Annual","1984","1984",281,,
"1","Births","5","May","7","Northern Territory","A","Annual","1985","1985",317,,
"1","Births","5","May","7","Northern Territory","A","Annual","1986","1986",313,,
"1","Births","5","May","7","Northern Territory","A","Annual","1987","1987",279,,
"1","Births","5","May","7","Northern Territory","A","Annual","1988","1988",291,,
"1","Births","5","May","7","Northern Territory","A","Annual","1989","1989",332,,
"1","Births","5","May","7","Northern Territory","A","Annual","1990","1990",306,,
"1","Births","5","May","7","Northern Territory","A","Annual","1991","1991",348,,
"1","Births","5","May","7","Northern Territory","A","Annual","1992","1992",341,,
"1","Births","5","May","7","Northern Territory","A","Annual","1993","1993",317,,
"1","Births","5","May","7","Northern Territory","A","Annual","1994","1994",337,,
"1","Births","5","May","7","Northern Territory","A","Annual","1995","1995",336,,
"1","Births","5","May","7","Northern Territory","A","Annual","1996","1996",316,,
"1","Births","5","May","7","Northern Territory","A","Annual","1997","1997",287,,
"1","Births","5","May","7","Northern Territory","A","Annual","1998","1998",317,,
"1","Births","5","May","7","Northern Territory","A","Annual","1999","1999",354,,
"1","Births","5","May","7","Northern Territory","A","Annual","2000","2000",324,,
"1","Births","5","May","7","Northern Territory","A","Annual","2001","2001",345,,
"1","Births","5","May","7","Northern Territory","A","Annual","2002","2002",315,,
"1","Births","5","May","7","Northern Territory","A","Annual","2003","2003",358,,
"1","Births","5","May","7","Northern Territory","A","Annual","2004","2004",274,,
"1","Births","5","May","7","Northern Territory","A","Annual","2005","2005",344,,
"1","Births","5","May","7","Northern Territory","A","Annual","2006","2006",330,,
"1","Births","5","May","7","Northern Territory","A","Annual","2007","2007",325,,
"1","Births","5","May","7","Northern Territory","A","Annual","2008","2008",337,,
"1","Births","5","May","7","Northern Territory","A","Annual","2009","2009",343,,
"1","Births","5","May","7","Northern Territory","A","Annual","2010","2010",351,,
"1","Births","5","May","7","Northern Territory","A","Annual","2011","2011",338,,
"1","Births","5","May","7","Northern Territory","A","Annual","2012","2012",387,,
"1","Births","5","May","7","Northern Territory","A","Annual","2013","2013",366,,
"1","Births","5","May","7","Northern Territory","A","Annual","2014","2014",370,,
"1","Births","5","May","7","Northern Territory","A","Annual","2015","2015",367,,
"1","Births","5","May","7","Northern Territory","A","Annual","2016","2016",359,,
"1","Births","5","May","7","Northern Territory","A","Annual","2017","2017",366,,
"1","Births","5","May","7","Northern Territory","A","Annual","2018","2018",366,,
"1","Births","5","May","7","Northern Territory","A","Annual","2019","2019",311,,
"1","Births","1","January","3","Queensland","A","Annual","1975","1975",3193,,
"1","Births","1","January","3","Queensland","A","Annual","1976","1976",2994,,
"1","Births","1","January","3","Queensland","A","Annual","1977","1977",2922,,
"1","Births","1","January","3","Queensland","A","Annual","1978","1978",2833,,
"1","Births","1","January","3","Queensland","A","Annual","1979","1979",2863,,
"1","Births","1","January","3","Queensland","A","Annual","1980","1980",2952,,
"1","Births","1","January","3","Queensland","A","Annual","1981","1981",3233,,
"1","Births","1","January","3","Queensland","A","Annual","1982","1982",3292,,
"1","Births","1","January","3","Queensland","A","Annual","1983","1983",3541,,
"1","Births","1","January","3","Queensland","A","Annual","1984","1984",3388,,
"1","Births","1","January","3","Queensland","A","Annual","1985","1985",3476,,
"1","Births","1","January","3","Queensland","A","Annual","1986","1986",3366,,
"1","Births","1","January","3","Queensland","A","Annual","1987","1987",3308,,
"1","Births","1","January","3","Queensland","A","Annual","1988","1988",3231,,
"1","Births","1","January","3","Queensland","A","Annual","1989","1989",3312,,
"1","Births","1","January","3","Queensland","A","Annual","1990","1990",3574,,
"1","Births","1","January","3","Queensland","A","Annual","1991","1991",3676,,
"1","Births","1","January","3","Queensland","A","Annual","1992","1992",3845,,
"1","Births","1","January","3","Queensland","A","Annual","1993","1993",3845,,
"1","Births","1","January","3","Queensland","A","Annual","1994","1994",3859,,
"1","Births","1","January","3","Queensland","A","Annual","1995","1995",4061,,
"1","Births","1","January","3","Queensland","A","Annual","1996","1996",3925,,
"1","Births","1","January","3","Queensland","A","Annual","1997","1997",3843,,
"1","Births","1","January","3","Queensland","A","Annual","1998","1998",4029,,
"1","Births","1","January","3","Queensland","A","Annual","1999","1999",3994,,
"1","Births","1","January","3","Queensland","A","Annual","2000","2000",4101,,
"1","Births","1","January","3","Queensland","A","Annual","2001","2001",4020,,
"1","Births","1","January","3","Queensland","A","Annual","2002","2002",4096,,
"1","Births","1","January","3","Queensland","A","Annual","2003","2003",4108,,
"1","Births","1","January","3","Queensland","A","Annual","2004","2004",4283,,
"1","Births","1","January","3","Queensland","A","Annual","2005","2005",4321,,
"1","Births","1","January","3","Queensland","A","Annual","2006","2006",4640,,
"1","Births","1","January","3","Queensland","A","Annual","2007","2007",5059,,
"1","Births","1","January","3","Queensland","A","Annual","2008","2008",5181,,
"1","Births","1","January","3","Queensland","A","Annual","2009","2009",5094,,
"1","Births","1","January","3","Queensland","A","Annual","2010","2010",5142,,
"1","Births","1","January","3","Queensland","A","Annual","2011","2011",5184,,
"1","Births","1","January","3","Queensland","A","Annual","2012","2012",5327,,
"1","Births","1","January","3","Queensland","A","Annual","2013","2013",5220,,
"1","Births","1","January","3","Queensland","A","Annual","2014","2014",5287,,
"1","Births","1","January","3","Queensland","A","Annual","2015","2015",5048,,
"1","Births","1","January","3","Queensland","A","Annual","2016","2016",5010,,
"1","Births","1","January","3","Queensland","A","Annual","2017","2017",4796,,
"1","Births","1","January","3","Queensland","A","Annual","2018","2018",4996,,
"1","Births","1","January","3","Queensland","A","Annual","2019","2019",4797,,
"1","Births","12","December","6","Tasmania","A","Annual","1975","1975",551,,
"1","Births","12","December","6","Tasmania","A","Annual","1976","1976",602,,
"1","Births","12","December","6","Tasmania","A","Annual","1977","1977",552,,
"1","Births","12","December","6","Tasmania","A","Annual","1978","1978",559,,
"1","Births","12","December","6","Tasmania","A","Annual","1979","1979",562,,
"1","Births","12","December","6","Tasmania","A","Annual","1980","1980",583,,
"1","Births","12","December","6","Tasmania","A","Annual","1981","1981",603,,
"1","Births","12","December","6","Tasmania","A","Annual","1982","1982",576,,
"1","Births","12","December","6","Tasmania","A","Annual","1983","1983",584,,
"1","Births","12","December","6","Tasmania","A","Annual","1984","1984",622,,
"1","Births","12","December","6","Tasmania","A","Annual","1985","1985",572,,
"1","Births","12","December","6","Tasmania","A","Annual","1986","1986",608,,
"1","Births","12","December","6","Tasmania","A","Annual","1987","1987",571,,
"1","Births","12","December","6","Tasmania","A","Annual","1988","1988",598,,
"1","Births","12","December","6","Tasmania","A","Annual","1989","1989",558,,
"1","Births","12","December","6","Tasmania","A","Annual","1990","1990",578,,
"1","Births","12","December","6","Tasmania","A","Annual","1991","1991",604,,
"1","Births","12","December","6","Tasmania","A","Annual","1992","1992",605,,
"1","Births","12","December","6","Tasmania","A","Annual","1993","1993",551,,
"1","Births","12","December","6","Tasmania","A","Annual","1994","1994",614,,
"1","Births","12","December","6","Tasmania","A","Annual","1995","1995",543,,
"1","Births","12","December","6","Tasmania","A","Annual","1996","1996",570,,
"1","Births","12","December","6","Tasmania","A","Annual","1997","1997",530,,
"1","Births","12","December","6","Tasmania","A","Annual","1998","1998",529,,
"1","Births","12","December","6","Tasmania","A","Annual","1999","1999",532,,
"1","Births","12","December","6","Tasmania","A","Annual","2000","2000",499,,
"1","Births","12","December","6","Tasmania","A","Annual","2001","2001",492,,
"1","Births","12","December","6","Tasmania","A","Annual","2002","2002",498,,
"1","Births","12","December","6","Tasmania","A","Annual","2003","2003",499,,
"1","Births","12","December","6","Tasmania","A","Annual","2004","2004",475,,
"1","Births","12","December","6","Tasmania","A","Annual","2005","2005",559,,
"1","Births","12","December","6","Tasmania","A","Annual","2006","2006",560,,
"1","Births","12","December","6","Tasmania","A","Annual","2007","2007",525,,
"1","Births","12","December","6","Tasmania","A","Annual","2008","2008",574,,
"1","Births","12","December","6","Tasmania","A","Annual","2009","2009",501,,
"1","Births","12","December","6","Tasmania","A","Annual","2010","2010",510,,
"1","Births","12","December","6","Tasmania","A","Annual","2011","2011",545,,
"1","Births","12","December","6","Tasmania","A","Annual","2012","2012",493,,
"1","Births","12","December","6","Tasmania","A","Annual","2013","2013",474,,
"1","Births","12","December","6","Tasmania","A","Annual","2014","2014",449,,
"1","Births","12","December","6","Tasmania","A","Annual","2015","2015",470,,
"1","Births","12","December","6","Tasmania","A","Annual","2016","2016",421,,
"1","Births","12","December","6","Tasmania","A","Annual","2017","2017",472,,
"1","Births","12","December","6","Tasmania","A","Annual","2018","2018",436,,
"1","Births","12","December","6","Tasmania","A","Annual","2019","2019",334,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1975","1975",20483,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1976","1976",20636,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1977","1977",20535,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1978","1978",20649,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1979","1979",20775,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1980","1980",20731,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1981","1981",22117,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1982","1982",22274,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1983","1983",22962,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1984","1984",22860,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1985","1985",23263,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1986","1986",23866,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1987","1987",24128,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1988","1988",25034,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1989","1989",25438,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1990","1990",25854,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1991","1991",24899,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1992","1992",25202,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1993","1993",25171,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1994","1994",25228,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1995","1995",25248,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1996","1996",25312,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1997","1997",25090,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1998","1998",25499,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","1999","1999",25478,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2000","2000",24894,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2001","2001",24747,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2002","2002",24413,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2003","2003",23955,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2004","2004",25243,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2005","2005",26633,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2006","2006",28246,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2007","2007",29676,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2008","2008",30303,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2009","2009",30883,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2010","2010",30925,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2011","2011",31842,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2012","2012",33471,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2013","2013",33992,,
"1","Births","TOT","Total","5","Western Australia","A","Annual","2014","2014",34730,,
